ID	Cancer_type_mapped	Drug_curated	Association	Evidence_mapped
FGFR2--BICC1	Solid tumor	AZD4547(24122810, 23558953)	Responsive	Pre_clinical
FGFR2--BICC1	Solid tumor	AZD4547(24122810, 23558953)	Responsive	Pre_clinical
FGFR2--BICC1	Solid tumor	AZD4547(24122810, 23558953)	Responsive	Pre_clinical
FGFR2--BICC1	Solid tumor	BGJ398(24122810, 23558953)	Responsive	Pre_clinical
FGFR2--BICC1	Solid tumor	BGJ398(24122810, 23558953)	Responsive	Pre_clinical
FGFR2--BICC1	Solid tumor	BGJ398(24122810, 23558953)	Responsive	Pre_clinical
FGFR2--BICC1	Solid tumor	Debio1347(24122810, 23558953)	Responsive	Pre_clinical
FGFR2--BICC1	Solid tumor	Debio1347(24122810, 23558953)	Responsive	Pre_clinical
FGFR2--BICC1	Solid tumor	Debio1347(24122810, 23558953)	Responsive	Pre_clinical
FGFR2--BICC1	Solid tumor	Erdafitinib(24122810, 23558953)	Responsive	Pre_clinical
FGFR2--BICC1	Solid tumor	Erdafitinib(24122810, 23558953)	Responsive	Pre_clinical
FGFR2--BICC1	Solid tumor	Erdafitinib(24122810, 23558953)	Responsive	Pre_clinical
FGFR2--CCDC6	Solid tumor	AZD4547(23558953)	Responsive	Pre_clinical
FGFR2--CCDC6	Solid tumor	AZD4547(23558953)	Responsive	Pre_clinical
FGFR2--CCDC6	Solid tumor	AZD4547(23558953)	Responsive	Pre_clinical
FGFR2--CCDC6	Solid tumor	BGJ398(23558953)	Responsive	Pre_clinical
FGFR2--CCDC6	Solid tumor	BGJ398(23558953)	Responsive	Pre_clinical
FGFR2--CCDC6	Solid tumor	BGJ398(23558953)	Responsive	Pre_clinical
FGFR2--CCDC6	Solid tumor	Debio1347(23558953)	Responsive	Pre_clinical
FGFR2--CCDC6	Solid tumor	Debio1347(23558953)	Responsive	Pre_clinical
FGFR2--CCDC6	Solid tumor	Debio1347(23558953)	Responsive	Pre_clinical
FGFR2--CCDC6	Solid tumor	Erdafitinib(23558953)	Responsive	Pre_clinical
FGFR2--CCDC6	Solid tumor	Erdafitinib(23558953)	Responsive	Pre_clinical
FGFR2--CCDC6	Solid tumor	Erdafitinib(23558953)	Responsive	Pre_clinical
FGFR2--CIT	Solid tumor	AZD4547(23558953)	Responsive	Pre_clinical
FGFR2--CIT	Solid tumor	AZD4547(23558953)	Responsive	Pre_clinical
FGFR2--CIT	Solid tumor	AZD4547(23558953)	Responsive	Pre_clinical
FGFR2--CIT	Solid tumor	BGJ398(23558953)	Responsive	Pre_clinical
FGFR2--CIT	Solid tumor	BGJ398(23558953)	Responsive	Pre_clinical
FGFR2--CIT	Solid tumor	BGJ398(23558953)	Responsive	Pre_clinical
FGFR2--CIT	Solid tumor	Debio1347(23558953)	Responsive	Pre_clinical
FGFR2--CIT	Solid tumor	Debio1347(23558953)	Responsive	Pre_clinical
FGFR2--CIT	Solid tumor	Debio1347(23558953)	Responsive	Pre_clinical
FGFR2--CIT	Solid tumor	Erdafitinib(23558953)	Responsive	Pre_clinical
FGFR2--CIT	Solid tumor	Erdafitinib(23558953)	Responsive	Pre_clinical
FGFR2--CIT	Solid tumor	Erdafitinib(23558953)	Responsive	Pre_clinical
FGFR2--FAM76A	Solid tumor	AZD4547(24563622)	Responsive	Pre_clinical
FGFR2--FAM76A	Solid tumor	AZD4547(24563622)	Responsive	Pre_clinical
FGFR2--FAM76A	Solid tumor	AZD4547(24563622)	Responsive	Pre_clinical
FGFR2--FAM76A	Solid tumor	BGJ398(24563622)	Responsive	Pre_clinical
FGFR2--FAM76A	Solid tumor	BGJ398(24563622)	Responsive	Pre_clinical
FGFR2--FAM76A	Solid tumor	BGJ398(24563622)	Responsive	Pre_clinical
FGFR2--FAM76A	Solid tumor	Debio1347(24563622)	Responsive	Pre_clinical
FGFR2--FAM76A	Solid tumor	Debio1347(24563622)	Responsive	Pre_clinical
FGFR2--FAM76A	Solid tumor	Debio1347(24563622)	Responsive	Pre_clinical
FGFR2--FAM76A	Solid tumor	Erdafitinib(24563622)	Responsive	Pre_clinical
FGFR2--FAM76A	Solid tumor	Erdafitinib(24563622)	Responsive	Pre_clinical
FGFR2--FAM76A	Solid tumor	Erdafitinib(24563622)	Responsive	Pre_clinical
FGFR2--KIAA1967	Solid tumor	AZD4547(23558953)	Responsive	Pre_clinical
FGFR2--KIAA1967	Solid tumor	AZD4547(23558953)	Responsive	Pre_clinical
FGFR2--KIAA1967	Solid tumor	AZD4547(23558953)	Responsive	Pre_clinical
FGFR2--KIAA1967	Solid tumor	BGJ398(23558953)	Responsive	Pre_clinical
FGFR2--KIAA1967	Solid tumor	BGJ398(23558953)	Responsive	Pre_clinical
FGFR2--KIAA1967	Solid tumor	BGJ398(23558953)	Responsive	Pre_clinical
FGFR2--KIAA1967	Solid tumor	Debio1347(23558953)	Responsive	Pre_clinical
FGFR2--KIAA1967	Solid tumor	Debio1347(23558953)	Responsive	Pre_clinical
FGFR2--KIAA1967	Solid tumor	Debio1347(23558953)	Responsive	Pre_clinical
FGFR2--KIAA1967	Solid tumor	Erdafitinib(23558953)	Responsive	Pre_clinical
FGFR2--KIAA1967	Solid tumor	Erdafitinib(23558953)	Responsive	Pre_clinical
FGFR2--KIAA1967	Solid tumor	Erdafitinib(23558953)	Responsive	Pre_clinical
FGFR2--MGEA5	Solid tumor	AZD4547(24550739)	Responsive	Pre_clinical
FGFR2--MGEA5	Solid tumor	AZD4547(24550739)	Responsive	Pre_clinical
FGFR2--MGEA5	Solid tumor	AZD4547(24550739)	Responsive	Pre_clinical
FGFR2--MGEA5	Solid tumor	BGJ398(24550739)	Responsive	Pre_clinical
FGFR2--MGEA5	Solid tumor	BGJ398(24550739)	Responsive	Pre_clinical
FGFR2--MGEA5	Solid tumor	BGJ398(24550739)	Responsive	Pre_clinical
FGFR2--MGEA5	Solid tumor	Debio1347(24550739)	Responsive	Pre_clinical
FGFR2--MGEA5	Solid tumor	Debio1347(24550739)	Responsive	Pre_clinical
FGFR2--MGEA5	Solid tumor	Debio1347(24550739)	Responsive	Pre_clinical
FGFR2--MGEA5	Solid tumor	Erdafitinib(24550739)	Responsive	Pre_clinical
FGFR2--MGEA5	Solid tumor	Erdafitinib(24550739)	Responsive	Pre_clinical
FGFR2--MGEA5	Solid tumor	Erdafitinib(24550739)	Responsive	Pre_clinical
FGFR2--PPHLN1	Solid tumor	AZD4547(25608663)	Responsive	Pre_clinical
FGFR2--PPHLN1	Solid tumor	AZD4547(25608663)	Responsive	Pre_clinical
FGFR2--PPHLN1	Solid tumor	AZD4547(25608663)	Responsive	Pre_clinical
FGFR2--PPHLN1	Solid tumor	BGJ398(25608663)	Responsive	Pre_clinical
FGFR2--PPHLN1	Solid tumor	BGJ398(25608663)	Responsive	Pre_clinical
FGFR2--PPHLN1	Solid tumor	BGJ398(25608663)	Responsive	Pre_clinical
FGFR2--PPHLN1	Solid tumor	Debio1347(25608663)	Responsive	Pre_clinical
FGFR2--PPHLN1	Solid tumor	Debio1347(25608663)	Responsive	Pre_clinical
FGFR2--PPHLN1	Solid tumor	Debio1347(25608663)	Responsive	Pre_clinical
FGFR2--PPHLN1	Solid tumor	Erdafitinib(25608663)	Responsive	Pre_clinical
FGFR2--PPHLN1	Solid tumor	Erdafitinib(25608663)	Responsive	Pre_clinical
FGFR2--PPHLN1	Solid tumor	Erdafitinib(25608663)	Responsive	Pre_clinical
FGFR2--TACC3	Solid tumor	AZD4547(26048680)	Responsive	Pre_clinical
FGFR2--TACC3	Solid tumor	AZD4547(26048680)	Responsive	Pre_clinical
FGFR2--TACC3	Solid tumor	AZD4547(26048680)	Responsive	Pre_clinical
FGFR2--TACC3	Solid tumor	BGJ398(26048680)	Responsive	Pre_clinical
FGFR2--TACC3	Solid tumor	BGJ398(26048680)	Responsive	Pre_clinical
FGFR2--TACC3	Solid tumor	BGJ398(26048680)	Responsive	Pre_clinical
FGFR2--TACC3	Solid tumor	Debio1347(26048680)	Responsive	Pre_clinical
FGFR2--TACC3	Solid tumor	Debio1347(26048680)	Responsive	Pre_clinical
FGFR2--TACC3	Solid tumor	Debio1347(26048680)	Responsive	Pre_clinical
FGFR2--TACC3	Solid tumor	Erdafitinib(26048680)	Responsive	Pre_clinical
FGFR2--TACC3	Solid tumor	Erdafitinib(26048680)	Responsive	Pre_clinical
FGFR2--TACC3	Solid tumor	Erdafitinib(26048680)	Responsive	Pre_clinical
FGFR3--.	Bladder-Urinary Tract Cancer	Erdafitinib	Responsive	Approved
FGFR3--.	Diffuse Glioma	FGFR inhibitors(26324363)	Responsive	Clinical_trial
FGFR3--.	Bladder-Urinary Tract Cancer	AZD4547(23298836, 23661334, 22837387, 23558953)	Responsive	Clinical_trial
FGFR3--.	Bladder-Urinary Tract Cancer	BGJ398(23298836, 23661334, 22837387, 23558953)	Responsive	Clinical_trial
FGFR3--.	Bladder-Urinary Tract Cancer	Debio1347(23298836, 23661334, 22837387, 23558953)	Responsive	Clinical_trial
FGFR3--.	Bladder Adenocarcinoma	FGFR inhibitors(26324363;ASCO 2017 (abstr 2500))	Responsive	Pre_clinical
FGFR3--.	Solid tumor	AZD4547(23298836, 23661334, 22837387, 23558953)	Responsive	Pre_clinical
FGFR3--.	Solid tumor	BGJ398(23298836, 23661334, 22837387, 23558953)	Responsive	Pre_clinical
FGFR3--.	Solid tumor	Debio1347(23298836, 23661334, 22837387, 23558953)	Responsive	Pre_clinical
FGFR3--.	Solid tumor	Erdafitinib(23298836, 23661334, 22837387, 23558953)	Responsive	Pre_clinical
FGFR3--BAIAP2L1	Solid tumor	AZD4547(23175443)	Responsive	Pre_clinical
FGFR3--BAIAP2L1	Solid tumor	BGJ398(23175443)	Responsive	Pre_clinical
FGFR3--BAIAP2L1	Solid tumor	Debio1347(23175443)	Responsive	Pre_clinical
FGFR3--BAIAP2L1	Solid tumor	Erdafitinib(23175443)	Responsive	Pre_clinical
FGFR3--TACC3	Non-Small Cell Lung Cancer	FGFR inhibitors(25294908)	Responsive	Pre_clinical
FGFR3--TACC3	Solid tumor	AZD4547(25609060, 22837387)	Responsive	Pre_clinical
FGFR3--TACC3	Solid tumor	BGJ398(25609060, 22837387)	Responsive	Pre_clinical
FGFR3--TACC3	Solid tumor	Debio1347(25609060, 22837387)	Responsive	Pre_clinical
FGFR3--TACC3	Solid tumor	Erdafitinib(25609060, 22837387)	Responsive	Pre_clinical
IGH--FGFR3	Solid tumor	AZD4547(17107900)	Responsive	Pre_clinical
IGH--FGFR3	Solid tumor	BGJ398(17107900)	Responsive	Pre_clinical
IGH--FGFR3	Solid tumor	Debio1347(17107900)	Responsive	Pre_clinical
IGH--FGFR3	Solid tumor	Erdafitinib(17107900)	Responsive	Pre_clinical
FIP1L1--PDGFRA	Chronic Eosinophilic Leukemia, NOS	Imatinib	Responsive	Approved
FIP1L1--PDGFRA	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
PDGFRA--FIP1L1	Chronic Eosinophilic Leukemia, NOS	Imatinib	Responsive	Approved
EWSR1--FLI1	Ewing Sarcoma of Soft Tissue	TK216(17250957, 11715049, 25453903, 12432241)	Responsive	Pre_clinical
EWSR1--FLI1	Ewing Sarcoma	TK216(17250957, 11715049, 25453903, 12432241)	Responsive	Pre_clinical
JAK2--BRAF	Acute lymphoblastic leukemia	Ruxolitinib(22875628;22899477)	Responsive	Pre_clinical
PCM1--JAK2	Chronic Eosinophilic Leukemia, NOS	Ruxolitinib(16034466, 21325169, 23372669, 22899477, 15805263, 16424865, 24913195)	Responsive	Clinical_trial
KIF5B--ALK	Non-Small Cell Lung Cancer	Brigatinib	Responsive	Approved
KIF5B--ALK	Non-Small Cell Lung Cancer	Lorlatinib	Responsive	Approved
KIF5B--PDGFRA	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
KIF5B--RET	Medullary Thyroid Cancer	BLU-667(22327624, 30487236)	Responsive	Clinical_trial
KIF5B--RET	Medullary Thyroid Cancer	LOXO-292(22327624, 30487236)	Responsive	Clinical_trial
MET--.	Diffuse Glioma	Crizotinib(27748748)	Responsive	Pre_clinical
MET--.	Any cancer	Crizotinib(28512244, 29102694, 28510278, 27748748, 29527595, 29284707)	Responsive	Pre_clinical
NOTCH1--.	Acute lymphoblastic leukemia	Gamma secretase inhibitors(16688224;23033986)	Responsive	Pre_clinical
NOTCH1--.	Acute lymphoblastic leukemia	Gamma secretase inhibitors(16688224;23033986)	Responsive	Pre_clinical
NOTCH1--.	Invasive Breast Carcinoma	Gamma secretase inhibitors(22101766)	Responsive	Pre_clinical
NOTCH1--.	Invasive Breast Carcinoma	Gamma secretase inhibitors(22101766)	Responsive	Pre_clinical
PDGFRA--.	Myelodysplastic Syndromes	Imatinib	Responsive	Approved
PDGFRA--.	Myelodysplastic Syndromes	Imatinib	Responsive	Approved
PDGFRA--.	Myelodysplastic Syndromes	Imatinib	Responsive	Approved
PDGFRA--.	Myelodysplastic Syndromes	Imatinib	Responsive	Approved
PDGFRA--.	Myelodysplastic Syndromes	Imatinib	Responsive	Approved
PDGFRA--.	Myelodysplastic Syndromes	Imatinib	Responsive	Approved
PDGFRA--.	Myelodysplastic Syndromes	Imatinib	Responsive	Approved
PDGFRA--.	Myelodysplastic Syndromes	Imatinib	Responsive	Approved
PDGFRA--.	Myelodysplastic Syndromes	Imatinib	Responsive	Approved
PDGFRA--.	Myelodysplastic Syndromes	Imatinib	Responsive	Approved
PDGFRA--.	Myelodysplastic Syndromes	Imatinib	Responsive	Approved
PDGFRA--.	Myelodysplastic Syndromes	Imatinib	Responsive	Approved
PDGFRA--.	Myelodysplastic Syndromes	Imatinib	Responsive	Approved
PDGFRA--.	Myelodysplastic Syndromes	Imatinib	Responsive	Approved
PDGFRA--.	Myelodysplastic Syndromes	Imatinib	Responsive	Approved
PDGFRA--.	Myelodysplastic Syndromes	Imatinib	Responsive	Approved
PDGFRA--.	Myelodysplastic Syndromes	Imatinib	Responsive	Approved
PDGFRA--.	Myelodysplastic Syndromes	Imatinib	Responsive	Approved
PDGFRA--.	Myelodysplastic Syndromes	Imatinib	Responsive	Approved
PDGFRA--.	Myelodysplastic Syndromes	Imatinib	Responsive	Approved
PDGFRA--.	Myelodysplastic Syndromes	Imatinib	Responsive	Approved
PDGFRA--.	Myelodysplastic Syndromes	Imatinib	Responsive	Approved
PDGFRA--.	Myelodysplastic Syndromes	Imatinib	Responsive	Approved
PDGFRA--.	Myelodysplastic Syndromes	Imatinib	Responsive	Approved
PDGFRA--.	Myelodysplastic Syndromes	Imatinib	Responsive	Approved
PDGFRA--.	Myelodysplastic Syndromes	Imatinib	Responsive	Approved
PDGFRA--.	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
PDGFRA--.	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
PDGFRA--.	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
PDGFRA--.	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
PDGFRA--.	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
PDGFRA--.	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
PDGFRA--.	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
PDGFRA--.	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
PDGFRA--.	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
PDGFRA--.	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
PDGFRA--.	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
PDGFRA--.	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
PDGFRA--.	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
PDGFRA--.	Myelodysplastic-Myeloproliferative Neoplasms	Imatinib	Responsive	Approved
PDGFRA--.	Myelodysplastic-Myeloproliferative Neoplasms	Imatinib	Responsive	Approved
PDGFRA--.	Myelodysplastic-Myeloproliferative Neoplasms	Imatinib	Responsive	Approved
PDGFRA--.	Myelodysplastic-Myeloproliferative Neoplasms	Imatinib	Responsive	Approved
PDGFRA--.	Myelodysplastic-Myeloproliferative Neoplasms	Imatinib	Responsive	Approved
PDGFRA--.	Myelodysplastic-Myeloproliferative Neoplasms	Imatinib	Responsive	Approved
PDGFRA--.	Myelodysplastic-Myeloproliferative Neoplasms	Imatinib	Responsive	Approved
PDGFRA--.	Myelodysplastic-Myeloproliferative Neoplasms	Imatinib	Responsive	Approved
PDGFRA--.	Myelodysplastic-Myeloproliferative Neoplasms	Imatinib	Responsive	Approved
PDGFRA--.	Myelodysplastic-Myeloproliferative Neoplasms	Imatinib	Responsive	Approved
PDGFRA--.	Myelodysplastic-Myeloproliferative Neoplasms	Imatinib	Responsive	Approved
PDGFRA--.	Myelodysplastic-Myeloproliferative Neoplasms	Imatinib	Responsive	Approved
PDGFRA--.	Myelodysplastic-Myeloproliferative Neoplasms	Imatinib	Responsive	Approved
PDGFRA--FIP1L1	Chronic Eosinophilic Leukemia, NOS	Imatinib	Responsive	Approved
PDGFRA--FIP1L1	Chronic Eosinophilic Leukemia, NOS	Imatinib	Responsive	Approved
PDGFRA--FIP1L1	Chronic Eosinophilic Leukemia, NOS	Imatinib	Responsive	Approved
PDGFRA--FIP1L1	Chronic Eosinophilic Leukemia, NOS	Imatinib	Responsive	Approved
PDGFRA--FIP1L1	Chronic Eosinophilic Leukemia, NOS	Imatinib	Responsive	Approved
PDGFRA--FIP1L1	Chronic Eosinophilic Leukemia, NOS	Imatinib	Responsive	Approved
PDGFRA--FIP1L1	Chronic Eosinophilic Leukemia, NOS	Imatinib	Responsive	Approved
PDGFRA--FIP1L1	Chronic Eosinophilic Leukemia, NOS	Imatinib	Responsive	Approved
PDGFRA--FIP1L1	Chronic Eosinophilic Leukemia, NOS	Imatinib	Responsive	Approved
PDGFRA--FIP1L1	Chronic Eosinophilic Leukemia, NOS	Imatinib	Responsive	Approved
PDGFRA--FIP1L1	Chronic Eosinophilic Leukemia, NOS	Imatinib	Responsive	Approved
PDGFRA--FIP1L1	Chronic Eosinophilic Leukemia, NOS	Imatinib	Responsive	Approved
PDGFRA--FIP1L1	Chronic Eosinophilic Leukemia, NOS	Imatinib	Responsive	Approved
BCR--PDGFRA	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
BCR--PDGFRA	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
BCR--PDGFRA	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
BCR--PDGFRA	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
BCR--PDGFRA	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
BCR--PDGFRA	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
BCR--PDGFRA	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
BCR--PDGFRA	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
BCR--PDGFRA	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
BCR--PDGFRA	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
BCR--PDGFRA	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
BCR--PDGFRA	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
BCR--PDGFRA	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
CDK5RAP2--PDGFRA	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
CDK5RAP2--PDGFRA	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
CDK5RAP2--PDGFRA	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
CDK5RAP2--PDGFRA	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
CDK5RAP2--PDGFRA	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
CDK5RAP2--PDGFRA	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
CDK5RAP2--PDGFRA	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
CDK5RAP2--PDGFRA	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
CDK5RAP2--PDGFRA	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
CDK5RAP2--PDGFRA	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
CDK5RAP2--PDGFRA	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
CDK5RAP2--PDGFRA	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
CDK5RAP2--PDGFRA	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
ETV6--PDGFRA	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
ETV6--PDGFRA	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
ETV6--PDGFRA	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
ETV6--PDGFRA	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
ETV6--PDGFRA	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
ETV6--PDGFRA	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
ETV6--PDGFRA	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
ETV6--PDGFRA	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
ETV6--PDGFRA	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
ETV6--PDGFRA	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
ETV6--PDGFRA	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
ETV6--PDGFRA	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
ETV6--PDGFRA	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
FIP1L1--PDGFRA	Chronic Eosinophilic Leukemia, NOS	Imatinib	Responsive	Approved
FIP1L1--PDGFRA	Chronic Eosinophilic Leukemia, NOS	Imatinib	Responsive	Approved
FIP1L1--PDGFRA	Chronic Eosinophilic Leukemia, NOS	Imatinib	Responsive	Approved
FIP1L1--PDGFRA	Chronic Eosinophilic Leukemia, NOS	Imatinib	Responsive	Approved
FIP1L1--PDGFRA	Chronic Eosinophilic Leukemia, NOS	Imatinib	Responsive	Approved
FIP1L1--PDGFRA	Chronic Eosinophilic Leukemia, NOS	Imatinib	Responsive	Approved
FIP1L1--PDGFRA	Chronic Eosinophilic Leukemia, NOS	Imatinib	Responsive	Approved
FIP1L1--PDGFRA	Chronic Eosinophilic Leukemia, NOS	Imatinib	Responsive	Approved
FIP1L1--PDGFRA	Chronic Eosinophilic Leukemia, NOS	Imatinib	Responsive	Approved
FIP1L1--PDGFRA	Chronic Eosinophilic Leukemia, NOS	Imatinib	Responsive	Approved
FIP1L1--PDGFRA	Chronic Eosinophilic Leukemia, NOS	Imatinib	Responsive	Approved
FIP1L1--PDGFRA	Chronic Eosinophilic Leukemia, NOS	Imatinib	Responsive	Approved
FIP1L1--PDGFRA	Chronic Eosinophilic Leukemia, NOS	Imatinib	Responsive	Approved
FIP1L1--PDGFRA	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
FIP1L1--PDGFRA	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
FIP1L1--PDGFRA	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
FIP1L1--PDGFRA	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
FIP1L1--PDGFRA	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
FIP1L1--PDGFRA	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
FIP1L1--PDGFRA	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
FIP1L1--PDGFRA	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
FIP1L1--PDGFRA	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
FIP1L1--PDGFRA	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
FIP1L1--PDGFRA	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
FIP1L1--PDGFRA	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
FIP1L1--PDGFRA	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
KDR--PDGFRA	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
KDR--PDGFRA	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
KDR--PDGFRA	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
KDR--PDGFRA	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
KDR--PDGFRA	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
KDR--PDGFRA	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
KDR--PDGFRA	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
KDR--PDGFRA	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
KDR--PDGFRA	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
KDR--PDGFRA	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
KDR--PDGFRA	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
KDR--PDGFRA	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
KDR--PDGFRA	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
KIF5B--PDGFRA	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
KIF5B--PDGFRA	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
KIF5B--PDGFRA	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
KIF5B--PDGFRA	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
KIF5B--PDGFRA	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
KIF5B--PDGFRA	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
KIF5B--PDGFRA	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
KIF5B--PDGFRA	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
KIF5B--PDGFRA	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
KIF5B--PDGFRA	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
KIF5B--PDGFRA	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
KIF5B--PDGFRA	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
KIF5B--PDGFRA	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
STRN--PDGFRA	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
STRN--PDGFRA	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
STRN--PDGFRA	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
STRN--PDGFRA	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
STRN--PDGFRA	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
STRN--PDGFRA	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
STRN--PDGFRA	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
STRN--PDGFRA	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
STRN--PDGFRA	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
STRN--PDGFRA	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
STRN--PDGFRA	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
STRN--PDGFRA	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
STRN--PDGFRA	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
PPFIBP2--BRAF	Langerhans Cell Histiocytosis	Cobimetinib(26072686)	Responsive	Clinical_trial
FGFR2--PPHLN1	Solid tumor	AZD4547(25608663)	Responsive	Pre_clinical
